CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned
15766741,McIntyre,525,France,Male,36,2,114628,1,0,1,168290,0,0,1,SILVER,969
15661036,Davis,725,France,Male,46,6,0,2,1,0,161767,0,0,2,GOLD,393
15705639,Onyemauchechukwu,692,France,Female,28,8,95059,2,1,0,44420,0,0,1,GOLD,588
15637414,Gell,618,France,Female,24,7,128736,1,0,1,37148,0,0,2,DIAMOND,517
15716835,Rossi,546,France,Male,24,8,156325,1,1,1,125381,0,0,2,DIAMOND,494
15696231,Chiwetelu,635,France,Male,29,7,105406,1,1,1,149854,0,0,2,PLATINUM,274
15641675,Kirillova,611,France,Female,49,2,88915,3,0,0,161435,1,1,1,PLATINUM,561
15670755,Shaw,650,France,Male,60,8,0,2,1,1,102926,0,0,3,GOLD,256
15640059,Smith,606,France,Male,40,5,0,2,1,1,70899,0,0,2,DIAMOND,664
15787619,Hsieh,844,France,Male,18,2,160980,1,0,0,145936,0,0,5,DIAMOND,821
15587535,Onyemauchechukwu,450,Spain,Female,46,5,177620,1,1,0,54227,0,0,1,GOLD,238
15813034,Martin,727,Spain,Male,38,2,62277,1,1,1,59281,0,0,4,DIAMOND,757
15698839,Okwudilichukwu,460,Germany,Male,46,4,127560,2,1,1,126953,0,0,5,SILVER,287
15790314,Onuoha,649,France,Male,41,0,0,2,0,1,130567,0,0,4,GOLD,547
15634245,Muecke,758,Germany,Female,47,9,95523,1,1,0,73294,0,0,1,DIAMOND,810
15677305,Hsieh,490,France,Female,35,7,107749,1,1,1,3937,0,0,5,PLATINUM,960
15661526,Anderson,815,Germany,Male,37,2,110777,2,1,0,2384,0,0,3,GOLD,623
15685997,Azubuike,838,Spain,Female,39,5,166734,2,1,0,14279,0,0,2,DIAMOND,917
15660101,Nnonso,803,France,Male,31,9,157121,2,1,0,141301,0,0,3,GOLD,963
15637979,Fuller,664,Germany,Female,36,2,127161,2,1,0,78141,0,0,5,GOLD,705
15815364,Ashley,736,Spain,Female,28,2,0,2,1,1,117431,0,0,3,PLATINUM,457
15647099,Ts'ui,633,France,Female,37,9,156092,1,1,0,72009,0,0,5,GOLD,519
15625944,Buccho,664,France,Male,58,5,98668,1,1,1,60888,0,0,1,DIAMOND,773
15583212,Chidozie,600,France,Female,43,5,134022,1,1,0,194765,0,0,3,GOLD,568
15582741,Maclean,693,France,Female,35,5,124151,1,1,0,88705,1,1,5,DIAMOND,854
15637876,Burns,663,Germany,Female,36,6,77254,1,0,0,35818,1,1,5,PLATINUM,944
15622750,Chu,742,Germany,Female,21,1,114292,1,1,0,31520,0,0,2,GOLD,254
15672056,Kenenna,710,Germany,Male,43,2,140080,3,1,1,157908,1,1,3,GOLD,350
15812351,Beluchi,710,Spain,Female,27,2,135278,1,1,0,142200,0,0,4,SILVER,314
15810864,Williamson,700,France,Female,82,2,0,2,0,1,182055,0,0,2,GOLD,603
15677921,Bobrov,720,Germany,Male,60,9,115921,2,0,0,157552,1,1,1,PLATINUM,274
15724296,Kerr,684,Spain,Male,41,2,119783,2,0,0,120285,0,0,2,GOLD,935
15685329,McKenzie,531,France,Female,63,1,114716,1,0,1,24507,1,1,2,PLATINUM,908
15584091,Pitts,742,Germany,Female,36,2,129749,2,0,0,47272,1,1,3,GOLD,914
15640442,Standish,717,France,Male,31,4,129723,1,0,0,41177,0,0,5,GOLD,585
15639314,Cartwright,589,France,Male,32,2,0,2,0,1,9469,0,0,2,GOLD,539
15685320,Johnstone,767,France,Male,36,3,139180,1,0,0,123880,0,0,2,DIAMOND,277
15789158,Nikitina,636,Germany,Male,49,6,113600,2,1,0,158887,1,1,2,PLATINUM,752
15752137,McElroy,648,France,Male,33,7,134944,1,1,1,117036,0,0,2,PLATINUM,219
15712551,Shen,622,Germany,Female,58,7,116922,1,1,0,120416,1,1,2,GOLD,475
15628936,Archer,692,Spain,Male,28,9,118945,1,0,0,16064,1,1,3,SILVER,735
15797227,Otutodilinna,754,France,Male,28,8,0,2,1,1,52616,0,0,4,DIAMOND,497
15769974,Shih,679,Spain,Female,35,8,119183,1,0,0,121210,0,0,3,SILVER,369
15737051,Denisov,639,France,Male,27,8,0,2,1,0,192247,0,0,2,PLATINUM,740
15585595,Owens,774,France,Female,28,1,71264,2,0,1,68760,0,0,5,GOLD,461
15654060,P'eng,517,France,Male,41,2,0,2,0,1,75937,0,0,4,SILVER,540
15745196,Verco,571,France,Female,35,8,0,2,0,0,84569,0,0,3,SILVER,329
15571221,Bergamaschi,747,Germany,Male,58,7,116314,1,1,1,190696,1,1,3,PLATINUM,844
15660155,Lorenzo,792,Spain,Male,36,5,92140,1,0,1,67469,0,0,3,SILVER,328
15605284,Outtrim,688,France,Male,26,1,0,2,1,1,104436,0,0,2,PLATINUM,381
15694366,Hou,714,Germany,Male,42,2,177640,1,0,1,47167,0,0,5,GOLD,809
15600739,Galkin,562,Spain,Female,35,0,0,2,1,0,119900,0,0,2,SILVER,814
15653253,Pagnotto,704,Spain,Male,48,8,167998,1,1,1,173498,0,0,2,SILVER,970
15763431,Echezonachukwu,698,France,Male,36,2,82275,2,1,1,93249,0,0,5,GOLD,925
15643696,Young,611,France,Male,49,3,0,2,1,1,142918,0,0,4,PLATINUM,437
15707473,Summers,850,Germany,Female,48,6,111963,1,1,0,111756,0,0,5,GOLD,446
15769504,Munro,743,Germany,Female,34,1,131737,1,1,1,108543,0,0,5,GOLD,514
15776807,Brennan,654,France,Male,29,1,0,1,1,0,180345,0,0,3,SILVER,711
15686870,Ball,761,Germany,Male,36,8,108239,2,0,0,99444,0,0,4,DIAMOND,954
15668747,Virgo,702,France,Female,46,9,98444,1,0,1,109563,0,0,1,PLATINUM,511
15766908,Trevisani,488,Germany,Male,32,3,114540,1,1,0,92568,0,0,2,GOLD,804
15570134,Padovano,683,France,Female,35,6,187531,2,1,1,37976,0,0,3,SILVER,511
15567367,Tao,601,Germany,Female,42,9,133636,1,0,1,103316,0,0,4,SILVER,336
15747542,Perez,605,France,Male,52,7,0,2,1,1,173953,0,0,3,PLATINUM,435
15762238,Fraser,671,Germany,Female,44,0,84745,2,0,1,34674,0,0,4,SILVER,863
15681554,Alley,614,Germany,Female,31,7,120599,2,1,1,46163,0,0,3,DIAMOND,906
15712825,Howells,511,Spain,Female,29,9,0,2,0,1,140677,0,0,4,DIAMOND,390
15640280,Cameron,850,France,Male,39,4,127771,2,0,1,151739,0,0,4,PLATINUM,404
15756026,Hooper,790,Spain,Female,46,9,0,1,0,0,14680,1,1,3,SILVER,258
15613319,Rice,793,France,Female,33,0,0,1,0,0,175544,0,0,4,GOLD,987
15798906,Cox,628,France,Male,69,5,0,2,1,1,181965,0,0,3,DIAMOND,348
15708917,Martin,598,Germany,Male,53,10,167773,1,1,1,136887,0,0,5,SILVER,686
15778463,Ikenna,657,France,Female,37,6,95846,1,1,0,122218,0,0,5,GOLD,517
15699430,Davide,618,France,Female,35,10,0,2,1,0,180440,0,0,1,DIAMOND,341
15649992,Alexander,681,Spain,Male,65,7,134715,2,0,1,190420,0,0,3,GOLD,854
15578980,Piazza,516,Spain,Female,33,3,0,2,1,1,58686,0,0,2,PLATINUM,692
15775306,Ni,421,Germany,Male,28,8,122384,3,1,1,89017,1,1,4,SILVER,237
15641655,Black,700,France,Female,26,2,0,2,0,0,50051,0,0,5,DIAMOND,417
15619708,Harker,745,France,Male,25,5,157993,2,1,0,146041,0,0,1,SILVER,395
15734565,Hughes,696,France,Male,29,8,0,2,1,0,191166,0,0,5,GOLD,921
15806438,Chiabuotu,580,Germany,Female,42,2,123331,1,0,0,103516,1,1,3,DIAMOND,362
15591969,Kuo,497,Spain,Male,27,9,75263,1,1,1,164825,0,0,5,GOLD,709
15747807,Gallagher,720,France,Female,43,6,137824,2,1,0,172558,0,0,4,GOLD,506
15596939,Calabresi,659,Germany,Male,36,4,132579,2,1,0,84321,0,0,1,DIAMOND,367
15716155,Shaw,841,France,Female,36,5,156021,1,0,0,122663,0,0,4,DIAMOND,242
15765311,Zhirov,642,Spain,Male,34,8,0,1,1,0,72085,0,0,3,GOLD,323
15757811,Lloyd,732,Spain,Female,69,9,137453,1,0,1,110932,1,1,5,PLATINUM,719
15603830,Palmer,600,Spain,Male,36,4,0,2,1,0,143635,0,0,1,GOLD,767
15660602,Ch'eng,464,Germany,Male,33,8,164285,2,1,1,3710,0,0,4,GOLD,406
15660535,Avent,680,France,Female,47,5,0,2,1,1,179843,0,0,1,DIAMOND,735
15666633,Huang,758,Spain,Male,56,1,0,2,1,1,10643,0,0,4,PLATINUM,408
15596914,Shaw,630,Germany,Female,31,2,112373,2,1,1,131168,0,0,3,SILVER,888
15639788,Yuan,577,France,Female,39,10,0,2,1,0,10553,0,0,2,PLATINUM,596
15695846,Hawkins,684,France,Female,34,6,0,2,1,1,130928,0,0,3,SILVER,372
15726234,Trentini,708,Spain,Female,41,5,0,1,0,1,157004,0,0,3,SILVER,256
15797964,Cameron,732,Germany,Female,29,1,154334,1,1,1,138528,0,0,4,GOLD,599
15625881,Koehler,634,Germany,Male,37,3,111433,2,1,1,167032,0,0,4,GOLD,558
15780628,Wu,633,France,Female,30,6,0,2,0,0,41642,0,0,2,DIAMOND,565
15575883,Manna,559,France,Male,34,2,137390,2,1,0,9677,0,0,4,PLATINUM,796
15585036,Okoli,694,Spain,Female,37,3,0,2,1,1,147012,0,0,3,DIAMOND,245
15589488,Ch'eng,686,Germany,Female,56,5,111642,1,1,1,80554,0,0,5,DIAMOND,799
15585888,Nwokezuike,553,Spain,Female,48,3,0,1,0,1,30731,1,1,3,PLATINUM,421
15727915,Artemiev,507,France,Male,36,4,83543,1,0,0,140134,0,0,1,DIAMOND,691
15707567,Esposito,732,Germany,Male,50,6,145339,1,0,0,91936,1,1,4,DIAMOND,738
15737792,Abbie,818,France,Female,31,1,186796,1,0,0,178253,0,0,4,PLATINUM,417
15599433,Fanucci,660,Germany,Male,35,8,58641,1,0,1,198674,0,0,5,PLATINUM,815
15672012,Jen,773,Spain,Female,41,5,0,1,1,0,28267,1,1,4,DIAMOND,497
15806983,Moss,640,France,Male,44,3,137149,1,1,0,92381,0,0,1,PLATINUM,351
15592222,Lo,505,France,Male,49,7,80001,1,0,0,135180,0,0,5,GOLD,726
15608968,Averyanov,714,Germany,Male,21,6,86403,2,0,0,27331,0,0,4,GOLD,910
15586959,Unaipon,468,France,Female,42,5,0,2,1,0,125305,0,0,3,GOLD,780
15646558,Clamp,611,Spain,Male,51,1,122875,1,1,1,149648,0,0,1,PLATINUM,247
15725811,Lim,705,France,Male,25,0,97544,1,0,1,59887,0,0,4,DIAMOND,723
15572265,Wu,646,Germany,Male,46,1,170827,2,1,0,45041,0,0,2,PLATINUM,689
15794048,Wan,667,Germany,Female,48,1,97134,2,0,0,113317,1,1,5,GOLD,736
15677610,Chambers,511,Germany,Female,41,8,153896,1,1,1,39087,0,0,4,GOLD,240
15745012,Pettit,653,France,Female,43,6,0,2,1,1,7331,0,0,5,DIAMOND,848
15601589,Baresi,675,France,Female,57,8,0,2,0,1,95463,0,0,3,SILVER,632
15686436,Newbery,523,Spain,Male,32,4,0,2,1,0,167848,0,0,3,DIAMOND,480
15693864,Iheanacho,567,Germany,Female,49,5,134956,1,1,0,93954,1,1,1,GOLD,980
15760550,Duncan,741,Spain,Male,39,7,143638,2,0,1,174228,0,0,4,PLATINUM,437
15686137,Barry,456,Spain,Male,32,9,147506,1,1,1,135399,0,0,3,DIAMOND,454
15809087,Landry,598,France,Male,64,1,0,2,1,0,195635,1,1,1,PLATINUM,839
15807663,McGregor,667,France,Male,43,8,190227,1,1,0,97508,1,1,3,DIAMOND,680
15809100,Nucci,548,France,Female,32,2,172449,1,1,0,188084,1,1,2,GOLD,374
15794916,Pirogov,725,France,Male,41,7,113980,1,1,1,116704,0,0,4,DIAMOND,240
15614215,Oguejiofor,717,France,Male,53,6,0,2,0,1,97615,0,0,2,DIAMOND,477
15805449,Ugochukwu,594,France,Male,38,4,0,2,0,0,186884,0,0,1,SILVER,477
15686983,Rohu,678,Germany,Female,25,10,76968,2,0,1,131502,0,0,1,GOLD,365
15808017,Cary,545,France,Male,38,1,88293,2,1,1,24303,0,0,3,GOLD,331
15756804,O'Loghlen,636,France,Female,48,1,170833,1,1,0,110510,1,1,1,PLATINUM,654
15646810,Quinn,603,Germany,Male,44,6,108122,2,1,0,108488,1,1,3,GOLD,652
15710424,Page,435,France,Male,36,4,0,1,1,1,197015,0,0,4,PLATINUM,758
15799422,Evans,535,France,Female,40,8,0,1,1,1,27690,0,0,1,DIAMOND,514
15692750,McGregor,629,Germany,Female,45,7,129818,3,1,0,9218,1,1,3,PLATINUM,257
15794549,Andrews,722,France,Female,35,2,163944,2,1,1,15068,0,0,1,GOLD,883
15803764,Stanley,561,France,Male,28,7,0,2,1,0,7797,0,0,5,PLATINUM,933
15674840,Chiazagomekpere,645,France,Female,38,5,101430,2,0,1,4400,0,0,1,GOLD,573
15653762,Chidiebele,501,France,Female,39,9,117302,1,0,0,182026,0,0,5,SILVER,721
15581229,Gregory,502,Germany,Female,32,1,173341,1,0,1,122764,0,0,1,PLATINUM,434
15800228,Bednall,652,Spain,Female,42,4,0,2,1,1,38152,0,0,5,GOLD,230
15656333,Jen,574,France,Female,33,3,134349,1,1,0,63164,0,0,4,DIAMOND,596
15697497,She,518,France,Female,45,9,105526,2,1,1,73418,0,0,3,DIAMOND,610
15585362,Simmons,749,France,Female,60,6,0,1,1,0,17979,1,1,5,SILVER,718
15571928,Fraser,679,France,Female,43,4,0,3,1,0,115137,1,1,2,DIAMOND,961
15785519,May,565,France,Male,36,6,106192,1,1,0,149576,0,0,5,DIAMOND,237
15743007,Seabrook,643,France,Female,45,4,45144,1,1,0,60917,1,1,5,DIAMOND,450
15777211,Herrera,515,France,Male,65,7,92114,1,1,1,142548,0,0,5,PLATINUM,802
15721935,Kincaid,521,France,Male,25,7,0,2,1,1,157879,0,0,1,SILVER,323
15591711,Sleeman,739,Spain,Male,38,0,128366,1,1,0,12796,0,0,3,PLATINUM,631
15625021,Hung,585,France,Male,42,2,0,2,1,1,18658,0,0,4,SILVER,805
15702968,Artemieva,733,Germany,Male,74,3,106546,1,1,1,134590,0,0,1,GOLD,978
15600462,Barwell,542,France,Female,43,8,145618,1,0,1,10351,0,0,3,PLATINUM,292
15768104,Wright,788,Spain,Male,37,8,141541,1,0,0,66013,0,0,4,DIAMOND,582
15780140,Bellucci,435,Germany,Male,32,2,57017,2,1,1,5907,0,0,3,SILVER,476
15585255,Moore,577,France,Male,42,9,0,1,1,0,74078,0,0,3,SILVER,897
15772781,Ball,703,France,Female,51,3,0,3,1,1,77295,1,1,2,DIAMOND,924
15669987,Sung,728,Germany,Female,35,8,125885,2,1,0,54359,1,1,5,PLATINUM,273
15697000,Mello,728,Germany,Male,32,5,61826,1,1,1,156125,0,0,5,GOLD,433
15733119,Mistry,718,France,Male,35,8,0,2,1,0,94821,0,0,5,PLATINUM,769
15782390,T'ien,621,France,Female,40,6,0,1,1,0,155155,0,0,5,PLATINUM,959
15654700,Fallaci,523,France,Female,40,2,102967,1,1,0,128702,1,1,1,PLATINUM,606
15632210,Hill,657,Germany,Male,25,2,171771,1,1,0,22746,0,0,4,GOLD,487
15642041,Burns,727,Germany,Male,40,1,93052,2,1,0,71865,1,1,1,SILVER,513
15709737,Hunter,643,France,Male,36,7,161065,2,0,1,84295,0,0,1,SILVER,233
15792388,Li,645,France,Female,48,7,90612,1,1,1,149139,0,0,3,DIAMOND,803
15786014,Ku,568,France,Male,28,5,145106,2,1,0,185489,0,0,5,GOLD,975
15794580,Ch'en,599,France,Male,58,4,0,1,0,0,176407,1,1,2,GOLD,818
15675964,Chukwukadibia,672,France,Female,45,9,0,1,1,1,92028,1,1,1,PLATINUM,397
15814275,Zikoranachidimma,685,France,Male,33,6,174913,1,1,1,43933,0,0,1,PLATINUM,948
15724848,Oluchukwu,516,France,Female,46,1,104948,1,1,0,115789,1,1,5,DIAMOND,665
15754713,Rivera,685,Spain,Male,31,10,135214,1,1,1,125777,0,0,4,GOLD,444
15693814,Niu,806,Spain,Male,25,7,0,2,1,0,18462,0,0,4,PLATINUM,767
15599660,Bennett,604,France,Male,36,6,116230,2,1,1,79633,0,0,3,PLATINUM,684
15746490,Wollstonecraft,648,Spain,Female,53,6,111201,1,1,1,121542,0,0,4,PLATINUM,715
15566091,Thomsen,545,Spain,Female,32,4,0,1,1,0,94739,0,0,1,PLATINUM,319
15655961,Palermo,756,Germany,Male,27,1,131899,1,1,0,93302,0,0,4,SILVER,448
15710404,Chinwendu,569,France,Male,35,10,124526,1,1,1,193794,0,0,5,PLATINUM,693
15775625,McKenzie,596,France,Male,47,6,0,1,1,0,74836,0,0,2,GOLD,458
15792328,James,475,France,Male,39,6,0,1,1,1,57000,1,1,1,GOLD,388
15719856,Lamb,646,France,Female,45,3,47135,1,1,1,57236,0,0,3,PLATINUM,939
15593773,Olejuru,784,Spain,Male,35,3,0,2,0,0,81484,0,0,2,PLATINUM,469
15733114,Hay,552,Spain,Male,45,9,0,2,1,0,26753,0,0,2,DIAMOND,723
15797748,Lu,729,France,Male,44,5,0,2,0,1,9201,0,0,4,GOLD,685
15743411,Chiawuotu,609,Spain,Male,61,1,0,1,1,0,22448,1,1,5,PLATINUM,400
15753337,Yeates,555,France,Male,51,5,0,3,1,0,189123,1,1,1,PLATINUM,406
15601026,Gallagher,572,Germany,Female,19,1,138657,1,1,1,16162,0,0,3,PLATINUM,263
15658485,Heath,785,France,Female,34,9,70302,1,1,1,68600,0,0,4,SILVER,667
15636731,Ts'ai,714,Germany,Female,36,1,101609,2,1,1,448,0,0,3,PLATINUM,997
15628303,Thurgood,738,Spain,Male,35,3,0,1,1,1,15651,0,0,2,DIAMOND,766
15633461,Pai,639,Germany,Male,38,5,130171,1,1,1,149600,0,0,4,GOLD,577
15677135,Lorenzo,520,Germany,Male,61,8,133802,2,1,1,90304,0,0,3,GOLD,756
15590876,Knupp,764,France,Female,24,7,106234,1,0,0,115676,0,0,2,SILVER,429
15790782,Baryshnikov,661,Spain,Male,39,6,132629,1,0,0,38813,0,0,5,DIAMOND,581
15700476,Azubuike,564,Germany,Male,41,9,103523,2,1,1,34338,0,0,1,GOLD,599
15634141,Shephard,708,Germany,Female,42,8,192391,2,1,0,823,0,0,2,SILVER,307
15737795,Scott,512,Spain,Male,36,1,0,1,0,1,135482,1,1,4,PLATINUM,795
15790299,Williamson,592,Spain,Male,37,9,0,3,1,1,10657,0,0,1,DIAMOND,413
15675316,Avdeeva,619,France,Female,38,3,0,2,0,1,116467,0,0,1,PLATINUM,348
15613630,Tang,775,France,Male,52,8,109923,1,1,1,96823,1,1,4,SILVER,347
15662100,Hsu,850,Germany,Female,44,5,128605,1,0,1,171096,0,0,2,PLATINUM,952
15668032,Buchanan,577,France,Female,37,4,0,1,1,1,79881,0,0,1,PLATINUM,642
15599289,Yeh,724,France,Female,37,10,68599,1,1,0,157863,0,0,1,GOLD,260
15754084,Palazzi,710,Spain,Male,35,1,106519,1,1,1,127952,0,0,4,PLATINUM,939
15676521,Y?an,696,France,Female,31,8,0,2,0,0,191074,0,0,4,SILVER,665
15804586,Lin,376,France,Female,46,6,0,1,1,0,157334,1,1,2,PLATINUM,979
15781465,Schofield,675,Germany,Female,29,8,121326,1,1,0,133458,0,0,2,SILVER,329
15729362,Lombardi,745,France,Male,36,8,67226,1,1,0,130790,0,0,2,DIAMOND,296
15709295,Wall,697,Spain,Female,25,5,82932,2,1,1,128374,0,0,1,PLATINUM,282
15745324,Milani,599,Spain,Female,39,4,0,1,1,0,194273,1,1,3,PLATINUM,543
15741336,Ejimofor,715,France,Female,38,5,118590,1,1,1,5684,1,1,4,GOLD,788
15783659,Blackburn,659,France,Male,67,4,145982,1,1,1,131043,0,0,1,PLATINUM,513
15620981,Wickham,684,France,Female,48,3,73309,1,0,0,21228,1,1,3,DIAMOND,579
15630328,Bird,635,France,Female,48,8,130796,2,1,1,43250,0,0,4,SILVER,885
15785899,Ch'en,789,Germany,Male,33,8,151608,1,1,0,4389,0,0,4,SILVER,513
15606149,Wood,571,Germany,Female,66,9,111577,1,0,1,189272,0,0,1,PLATINUM,445
15671139,Brizendine,694,Spain,Male,39,0,107043,1,1,1,102284,0,0,4,PLATINUM,297
15660429,Ch'in,665,Spain,Female,42,2,156372,2,0,1,156775,1,1,3,DIAMOND,553
15571002,Yusupov,706,France,Female,44,4,129606,1,0,0,69865,0,0,3,SILVER,528
15631681,Jibunoh,807,Spain,Female,43,0,0,2,0,1,85523,0,0,5,PLATINUM,660
15731522,Ts'ui,771,Spain,Female,67,8,0,2,1,1,51220,0,0,1,GOLD,352
15619529,Ndukaku,531,Spain,Male,27,8,132576,1,0,0,7223,0,0,5,SILVER,835
15628034,Wilder,629,France,Female,37,6,129101,1,1,1,23971,0,0,1,DIAMOND,330
15686164,Maclean,850,Germany,Female,31,1,108822,1,1,1,132173,0,0,2,DIAMOND,747
15582797,Ch'iu,685,Spain,Male,35,4,137949,1,1,0,113640,0,0,1,PLATINUM,404
15753831,Cox,642,Spain,Male,32,7,100434,1,1,1,39769,0,0,2,PLATINUM,479
15731815,Nepean,529,Spain,Male,63,4,96134,3,1,0,108733,1,1,3,GOLD,693
15580956,McNess,683,Germany,Female,43,4,115888,1,1,1,117349,1,1,5,PLATINUM,443
15602084,Coles,663,France,Female,42,5,124626,1,1,1,78005,0,0,2,SILVER,676
15589805,Benson,563,France,Female,34,6,139810,1,1,1,152418,0,0,5,DIAMOND,254
15720893,Gilbert,637,Spain,Female,34,9,0,2,0,0,26057,0,0,5,GOLD,365
15641009,Wilhelm,544,France,Male,37,3,84497,1,0,0,79972,0,0,5,PLATINUM,939
15605926,Sinclair,649,Germany,Male,70,9,116855,2,0,1,107126,0,0,3,DIAMOND,989
15805955,L?,638,France,Female,48,10,138333,1,1,1,47679,0,0,3,SILVER,893
15801488,Buckner,723,France,Male,25,3,0,2,1,1,134509,0,0,2,DIAMOND,409
15605918,Padovesi,635,Germany,Male,43,5,78993,2,0,0,153265,0,0,5,SILVER,368
15779711,Gray,750,Spain,Female,38,7,97257,2,0,1,179883,0,0,3,DIAMOND,324
15705620,Lu,730,France,Male,34,5,122453,2,1,0,138883,0,0,4,DIAMOND,822
15685357,Wright,750,Spain,Female,36,8,112940,1,0,1,9856,0,0,3,GOLD,447
15570060,Palerma,586,France,Female,43,8,132558,1,1,0,67047,1,1,2,SILVER,230
15582616,Y?an,520,France,Female,38,4,0,2,1,0,56389,0,0,2,DIAMOND,867
15799515,Wei,652,France,Female,48,8,133297,1,1,0,77764,0,0,1,GOLD,619
15642937,Padovesi,550,France,Female,46,7,0,2,1,0,130590,0,0,5,GOLD,473
15624729,Tsao,594,France,Male,27,0,197042,1,0,0,151912,0,0,2,PLATINUM,690
15566156,Franklin,749,Germany,Female,44,0,71498,2,0,0,151084,0,0,1,SILVER,378
15792360,Clark,668,France,Male,32,7,0,2,1,1,777,0,0,2,GOLD,883
15807008,McGregor,614,Germany,Female,35,6,128100,1,0,0,69454,1,1,4,PLATINUM,830
15704770,Pan,773,France,Male,25,1,124533,2,0,1,11724,0,0,4,GOLD,692
15756475,Kenniff,551,Germany,Male,31,9,82294,2,1,1,91565,0,0,3,PLATINUM,748
15655339,Spencer,566,France,Male,36,1,142121,1,1,0,79616,0,0,5,GOLD,542
15613749,Lees,569,Spain,Male,34,0,151839,1,1,0,102300,1,1,1,SILVER,268
15664521,David,659,Spain,Male,31,7,149621,2,1,1,104534,0,0,5,SILVER,417
15681206,Hsing,722,France,Female,49,3,168198,1,1,0,140766,1,1,1,SILVER,383
15745527,Burke,655,France,Male,37,5,93147,2,1,0,66214,0,0,1,GOLD,435
15806926,Watson,615,France,Female,35,2,97440,2,1,1,139816,0,0,3,SILVER,287
15724563,Hawkins,752,Germany,Female,42,3,65046,2,0,1,140139,0,0,5,PLATINUM,535
15782899,Ginn,661,Spain,Female,28,7,95357,1,0,0,102297,0,0,5,GOLD,508
15623521,Sozonov,838,Spain,Male,43,9,123106,2,1,0,145766,0,0,3,SILVER,376
15810218,Sun,610,Spain,Male,29,9,0,3,0,1,83912,0,0,5,SILVER,691
15645621,Hunter,811,Spain,Male,44,3,0,2,0,1,78440,0,0,5,PLATINUM,859
15608114,Manfrin,587,Spain,Male,62,7,121286,1,0,1,6777,0,0,5,DIAMOND,500
15659557,Artamonova,811,Germany,Female,28,4,167739,2,1,1,9903,0,0,4,GOLD,513
15787772,Hansen,759,France,Female,38,1,104091,1,0,0,91562,0,0,1,PLATINUM,875
15691111,Pai,648,Germany,Female,42,8,121981,2,1,0,4027,0,0,1,GOLD,238
15592089,Larsen,788,France,Female,43,10,0,2,1,1,116112,0,0,4,DIAMOND,797
15633897,Owen,725,Germany,Male,39,1,50881,2,1,1,184024,0,0,4,GOLD,644
15701301,Murphy,646,France,Female,42,3,175160,2,0,0,67124,1,1,3,DIAMOND,641
15723685,Ekechukwu,601,Germany,Female,26,7,105515,2,1,0,50071,0,0,5,GOLD,525
15701602,Ayers,521,Germany,Male,52,5,116497,3,0,0,53793,1,1,3,SILVER,647
15739189,Johnson,561,Spain,Female,33,6,0,2,1,0,45261,0,0,1,DIAMOND,704
15573086,Millar,564,France,Male,42,7,99824,1,1,1,36721,0,0,1,GOLD,563
15569050,Farrell,444,France,Male,45,6,0,1,1,0,130010,1,1,4,GOLD,669
15750765,Sanders,650,Spain,Male,71,0,0,1,1,1,175381,0,0,5,GOLD,928
15799811,Herrera,724,France,Male,40,10,0,1,1,0,127847,1,1,5,GOLD,699
15698442,Eberechukwu,719,Spain,Male,35,3,122965,1,1,1,138232,0,0,4,DIAMOND,411
15655274,Bardin,548,France,Female,29,4,0,2,0,1,48673,0,0,4,DIAMOND,504
15603594,Nwankwo,635,Spain,Male,24,4,0,2,1,1,70669,0,0,2,GOLD,506
15585961,Talbot,496,Spain,Female,43,3,0,2,0,1,199506,0,0,1,SILVER,494
15686936,McGregor,676,France,Female,37,5,89635,1,1,1,169583,1,1,4,DIAMOND,982
15770424,Onyeorulu,541,Germany,Male,40,7,95710,2,1,0,49063,0,0,1,PLATINUM,834
15587451,Goold,778,Germany,Male,41,7,139706,1,1,0,63337,0,0,1,GOLD,417
15602010,Zikoranaudodimma,850,Germany,Female,45,5,103910,1,1,0,60083,1,1,5,DIAMOND,312
15600583,Garner,633,France,Male,31,1,0,1,1,0,48607,0,0,3,GOLD,804
15654673,Onyinyechukwuka,625,France,Male,49,6,173435,1,1,0,165581,1,1,3,SILVER,835
15717164,Genovese,485,Spain,Male,32,6,102238,2,1,1,194010,0,0,4,PLATINUM,784
15765014,Mai,547,France,Female,48,1,179381,2,0,1,69263,0,0,3,DIAMOND,672
15682639,Marshall,642,France,Male,32,3,0,2,1,1,88699,0,0,1,SILVER,350
15729279,Naylor,718,France,Female,25,4,108692,1,1,0,63031,0,0,2,DIAMOND,723
15759805,Pinto,582,France,Female,32,4,0,2,1,0,59669,0,0,4,SILVER,727
15767864,Fulton,628,France,Male,33,6,0,2,0,0,184230,0,0,3,SILVER,529
15769948,Palerma,737,Germany,Male,35,0,133378,1,0,1,64050,0,0,1,DIAMOND,666
15686345,McCaffrey,828,Spain,Male,34,9,0,2,1,1,81854,0,0,5,SILVER,766
15688071,Collins,609,Spain,Male,53,10,0,1,1,1,154643,0,0,3,SILVER,498
15681174,Zuev,730,France,Male,39,1,116538,1,0,0,145680,0,0,1,GOLD,453
15667521,Crawford,631,France,Female,22,3,0,2,0,0,30782,0,0,1,PLATINUM,982
15750243,Genovese,830,Spain,Male,40,4,0,2,0,1,81623,0,0,5,DIAMOND,543
